CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;55;265;292;502
01:00;29;86;16;54
02:00;28;68;15;51
03:00;49;48;62;142
04:00;44;48;48;118
05:00;46;52;65;146
06:00;63;57;221;402
07:00;82;70;454;777
08:00;64;105;270;478
09:00;78;122;349;613
10:00;74;134;301;534
11:00;74;164;303;537
12:00;85;221;254;473
13:00;81;245;210;403
14:00;76;239;185;359
15:00;77;223;211;401
16:00;86;254;238;450
17:00;97;244;259;494
18:00;111;245;458;812
19:00;105;249;485;847
20:00;88;264;380;669
21:00;79;261;367;641
22:00;74;251;375;647
23:00;70;246;383;656
