CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;48;53;157;289
01:00;39;48;97;187
02:00;21;11;22;55
03:00;22;9;21;55
04:00;24;12;24;62
05:00;30;12;36;87
06:00;53;16;141;270
07:00;79;29;278;504
08:00;77;35;295;528
09:00;85;41;306;555
10:00;72;38;282;504
11:00;72;51;263;474
12:00;65;54;216;395
13:00;68;55;278;494
14:00;70;88;260;468
15:00;68;96;259;464
16:00;63;104;239;428
17:00;75;116;249;455
18:00;65;109;242;436
19:00;76;128;303;540
20:00;69;106;254;458
21:00;59;91;190;349
22:00;51;77;162;298
23:00;47;66;145;268
