CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;50;107;38;1150;107
01:00;31;26;20;700;62
02:00;24;32;13;540;44
03:00;20;23;12;480;40
04:00;23;30;16;430;47
05:00;20;21;12;410;39
06:00;23;18;16;420;47
07:00;20;21;15;390;44
08:00;25;18;20;440;54
09:00;28;23;29;500;71
10:00;25;26;24;480;61
11:00;30;28;27;520;72
12:00;38;31;37;670;94
13:00;;33;;;
14:00;47;43;53;890;127
15:00;45;51;48;870;117
16:00;48;44;49;840;122
17:00;55;52;53;910;136
18:00;55;48;55;880;139
19:00;66;52;80;1030;186
20:00;74;56;110;1540;241
21:00;70;84;82;1620;194
22:00;61;88;74;1330;173
23:00;63;107;69;1460;168
