CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;20.3405;69.9534;48.9;10.2043;567.71;1146.88;36.0069
01:00;55.1651;215.154;166.059;96.5635;2452.51;2500.44;203.305
02:00;52.0984;210.637;163.281;133.294;2795.5;2613.16;256.577
03:00;47.114;225.191;177.665;68.9875;2572.02;2640.3;152.964
04:00;46.758;226.789;177.407;116.613;2592.25;2682.42;225.64
05:00;43.4921;238.822;184.859;127.566;2674.71;2673.59;239.216
06:00;44.3529;228.811;178.884;153.996;2658.89;2664.55;280.599
07:00;44.8646;218.555;171.114;134.97;2862.32;2651.37;251.928
08:00;47.0545;202.287;156.889;106.716;2545.68;2644.23;210.707
09:00;54.1868;199.569;150.31;134.473;2512.34;2651.71;260.381
10:00;73.6101;197.31;143.627;186.256;2593.99;2626.52;359.211
11:00;87.9369;179.889;111.786;177.019;2031.8;2559;359.51
12:00;87.0984;138.922;85.2229;119.27;1431.81;2413.94;269.916
13:00;82.4965;136.057;90.1215;65.8613;1300.16;2242.12;183.563
14:00;104.737;204.343;134.619;106.143;2101.92;2172.5;267.596
15:00;93.8055;159.548;104.073;84.4091;1528.5;2005.77;223.408
16:00;93.271;162.119;107.882;97.2307;1485.74;1873.28;242.507
17:00;102.232;163.984;105.073;140.484;1584.5;1757.3;317.624
18:00;120.137;155.1;93.8754;237.504;2211.84;1709.53;484.383
19:00;92.4856;172.23;94.0878;141.684;1498.51;1642.87;310.141
20:00;52.2472;116.703;77.6386;66.5548;990.3;1587.68;154.344
21:00;41.3506;101.397;70.9972;48.359;857.47;1532.35;115.394
22:00;33.664;92.3879;66.5212;40.4977;779.21;1367.01;95.7898
23:00;34.3421;81.3965;55.6328;31.8238;685.48;1261.63;83.1794
