CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;65;37;72;380;173
01:00;57;40;55;420;141
02:00;35;84;7;880;44
03:00;18;92;3;630;22
04:00;20;76;3;620;24
05:00;27;50;9;720;39
06:00;35;60;20;730;65
07:00;;54;;;
08:00;46;59;39;1170;104
09:00;51;68;47;1200;122
10:00;55;88;47;1260;125
11:00;59;80;65;1350;158
12:00;65;78;84;1520;191
13:00;54;74;36;1060;107
14:00;61;71;30;1120;106
15:00;63;56;29;1080;106
16:00;64;42;33;1090;113
17:00;83;28;57;1270;168
18:00;65;51;39;1270;123
19:00;62;66;35;1250;114
20:00;81;37;56;1370;166
21:00;76;49;65;1440;173
22:00;73;39;56;1340;159
23:00;34;54;11;700;50
