CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;210;2870;366
01:00;50;98;1360;200
02:00;43;102;1390;199
03:00;38;88;1330;172
04:00;37;62;940;132
05:00;36;84;980;164
06:00;39;118;1280;219
07:00;45;224;1950;386
08:00;52;249;2040;431
09:00;59;249;2070;439
10:00;67;261;2360;467
11:00;70;192;2190;364
12:00;71;186;2060;356
13:00;108;429;3440;764
14:00;117;428;3800;772
15:00;104;413;3790;735
16:00;85;358;3470;632
17:00;87;387;3960;679
18:00;88;503;5440;857
19:00;94;522;5610;892
20:00;75;376;4050;650
21:00;52;254;3280;441
22:00;49;241;3120;416
23:00;48;224;3080;391
