CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;0.567445;33.401;16.0427;10.2138;32.0462;435.41;535.797;82.733
01:00;0.518165;24.0368;21.2236;13.7178;15.9803;328.102;520.223;48.5509
02:00;0.510476;20.5036;21.6425;20.2786;11.6868;278.487;479.806;38.4455
03:00;0.491454;19.2288;21.2221;20.1413;12.7866;282.166;432.888;38.9072
04:00;0.507969;19.7703;24.4068;21.3873;14.4243;266.584;388.119;41.8958
05:00;0.709191;34.1194;33.7076;28.3084;35.6323;334.966;365.179;88.7855
06:00;1.32304;50.3002;37.9907;32.291;102.693;534.38;359.959;207.871
07:00;2.5007;63.7481;41.9192;34.2137;192.65;973.92;429.252;359.23
08:00;2.51921;65.6281;45.7055;36.2339;191.876;1195.3;524.238;359.864
09:00;1.86002;66.6564;37.6354;32.6227;160.387;878.94;593.093;312.661
10:00;1.19762;65.846;42.458;33.7466;159.735;787.03;656.661;311.115
11:00;0.796311;52.531;35.7023;29.9192;98.779;586.91;694.754;204.064
12:00;1.10041;61.5189;40.6149;26.9177;101.788;586.85;734.787;217.709
13:00;1.17641;70.1508;38.3634;27.0402;125.112;621.72;770.631;262.006
14:00;0.961357;70.9484;39.4131;31.5311;126.116;589.97;777.58;264.394
15:00;1.4537;71.7928;42.9498;31.4615;125.838;703.95;743.834;264.819
16:00;1.24264;75.2712;44.2502;32.2319;115.516;728.29;685.458;252.324
17:00;1.66156;75.7431;40.2733;30.667;89.7237;667.5;659.028;213.231
18:00;2.49255;81.5225;43.8508;32.9218;143.093;881.45;670.83;300.939
19:00;2.23035;84.943;47.4081;34.3782;135.246;922.44;712.771;292.516
20:00;2.36285;86.458;78.4229;42.8964;179.292;1157.32;784.08;361.49
21:00;2.49544;69.1257;61.0967;43.9371;123.533;807.52;807.305;258.623
22:00;2.60415;64.0919;66.9139;50.6186;139.515;897.58;845.756;277.994
23:00;2.54171;45.9949;59.5288;49.6794;87.2048;798.13;857.529;179.769
00:00;2.39385;42.3719;62.6842;52.1185;74.0278;651.89;847.979;155.947
01:00;1.76279;34.7443;60.3984;49.4647;56.4583;598.03;839.295;121.353
