CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;45;110;99;54;1240;128
01:00;33;53;46;24;650;69
02:00;28;51;44;19;580;58
03:00;24;42;37;14;480;44
04:00;25;33;28;14;380;46
05:00;27;43;35;21;440;58
06:00;43;54;43;62;680;136
07:00;50;51;40;66;770;150
08:00;80;56;37;174;1340;345
09:00;82;69;47;202;1520;389
10:00;67;65;45;139;1040;278
11:00;60;59;41;102;;214
12:00;;70;47;;980;
13:00;66;67;45;107;940;230
14:00;64;77;54;106;940;226
15:00;67;66;43;113;1050;239
16:00;71;90;62;145;1350;293
17:00;70;97;79;119;1610;252
18:00;73;88;74;149;1810;301
19:00;75;91;81;172;1690;337
20:00;72;96;85;153;1700;305
21:00;62;103;90;125;1520;254
22:00;55;99;89;87;1390;187
23:00;50;105;95;89;1400;186
