CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;58;33;870;108
01:00;66;40;930;128
02:00;53;38;830;111
03:00;49;34;770;100
04:00;44;42;700;108
05:00;39;49;640;115
06:00;52;99;880;203
07:00;68;159;1230;311
08:00;76;137;1220;285
09:00;90;122;1190;277
10:00;92;85;1030;221
11:00;106;77;1010;222
12:00;98;71;790;206
13:00;102;61;800;195
14:00;82;39;780;141
15:00;103;61;880;196
16:00;112;68;1050;216
17:00;106;57;980;192
18:00;90;47;910;162
19:00;100;59;880;189
20:00;85;40;800;147
21:00;95;63;1020;190
22:00;75;47;910;146
23:00;64;35;840;119
