CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;43;68;39;103
01:00;45;101;52;125
02:00;37;60;39;96
03:00;32;47;26;71
04:00;37;51;37;94
05:00;38;59;39;98
06:00;66;62;176;336
07:00;70;123;225;414
08:00;91;125;304;555
09:00;98;159;319;587
10:00;95;184;270;508
11:00;;192;;
12:00;73;164;109;238
13:00;71;107;82;196
14:00;86;96;116;263
15:00;109;84;220;446
16:00;114;111;253;501
17:00;134;116;356;678
18:00;153;144;521;949
19:00;98;195;256;489
20:00;93;162;225;437
21:00;71;134;106;232
22:00;52;77;64;149
23:00;62;64;111;232
