CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;31;30;25;25;640;68
01:00;24;28;24;14;610;45
02:00;36;35;28;38;1050;94
03:00;33;48;38;25;960;71
04:00;32;45;36;32;910;80
05:00;34;32;26;38;810;92
06:00;40;43;35;64;760;138
07:00;49;60;50;125;750;240
08:00;51;46;36;109;810;217
09:00;58;43;32;109;830;226
10:00;67;38;27;132;820;269
11:00;64;45;32;119;820;245
12:00;56;46;32;99;840;206
13:00;51;42;26;65;780;150
14:00;58;41;22;68;730;161
15:00;54;32;18;57;700;141
16:00;63;34;18;68;700;168
17:00;64;38;21;82;810;189
18:00;56;36;20;59;840;147
19:00;;44;26;;830;
20:00;54;29;21;61;590;147
21:00;54;30;22;69;670;159
22:00;41;27;22;37;670;97
23:00;40;34;27;34;650;93
