CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;70;85;194
01:00;54;66;50;130
02:00;42;65;27;84
03:00;47;56;47;118
04:00;28;54;23;63
05:00;32;58;47;103
06:00;43;56;111;213
07:00;51;57;204;363
08:00;83;73;303;546
09:00;90;92;197;390
10:00;104;108;200;409
11:00;90;115;124;279
12:00;83;97;85;211
13:00;86;85;87;218
14:00;96;70;100;248
15:00;108;66;105;267
16:00;102;52;89;237
17:00;98;47;81;221
18:00;99;49;91;237
19:00;107;41;109;273
20:00;105;51;116;282
21:00;115;50;163;363
22:00;97;71;125;286
23:00;76;80;90;213
