CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;48;27;20;74;810;161
01:00;32;27;21;17;460;58
02:00;26;26;20;13;370;45
03:00;36;26;20;20;380;65
04:00;39;26;20;24;400;75
05:00;51;25;20;59;490;141
06:00;58;26;21;106;680;219
07:00;96;26;21;271;1610;510
08:00;104;27;22;330;1840;609
09:00;97;32;25;271;1400;510
10:00;94;42;24;229;1190;443
11:00;96;46;25;263;1130;498
12:00;89;41;24;187;920;375
13:00;85;34;22;186;1030;369
14:00;81;22;18;145;970;303
15:00;68;22;19;136;850;276
16:00;67;21;18;146;900;289
17:00;64;21;18;126;950;256
18:00;75;23;18;147;1080;299
19:00;86;42;28;197;1480;388
20:00;85;59;33;227;1500;430
21:00;76;45;30;172;1270;338
22:00;69;37;25;137;1140;277
23:00;49;25;20;68;790;153
