CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla;Tlenki azotu
00:00;1.27219;76.275;92.2791;40.5028;98.9533;818.709;1625.16;227.6
01:00;0.317042;41.8453;62.9222;30.5674;31.1632;500.807;1578.33;89.5
02:00;0.188599;18.8059;69.9075;26.103;9.58389;305.618;1494.56;33.5
03:00;0.201821;17.2462;52.0383;14.7677;5.96101;340.296;1344.34;26.4
04:00;0.217173;37.6;68.6234;14.4791;16.0156;313.693;1086.13;62.1
05:00;0.501826;47.5806;94.7187;17.6944;36.6175;298.674;827.55;103.5
06:00;0.719185;64.6631;61.1498;16.7697;64.2136;481.916;558.489;162.8
07:00;1.48856;92.0243;58.9752;18.7787;119.111;825.459;485.646;274
08:00;1.63982;106.246;53.3679;21.3088;158.982;938.811;500.659;350.185
09:00;1.12597;98.5498;41.5928;16.9322;144.212;841.422;543.236;319.337
10:00;0.954187;90.944;34.6306;15.3067;146.827;712.337;594.076;316.084
11:00;0.91256;81.5772;23.9583;10.0971;92.8163;610.398;627.839;223.933
12:00;1.30134;80.6117;29.3099;11.5072;97.1091;631.51;667.566;229.545
13:00;1.77431;103.519;47.2304;18.6013;134.729;733.542;721.924;310.249
14:00;1.75945;108.075;42.9231;19.376;152.34;807.154;762.579;341.935
15:00;2.14785;120.111;41.2309;18.5516;142.457;953.291;778.558;338.767
16:00;2.35317;125.568;44.7226;20.0471;177.502;1088.01;797.208;397.7
17:00;2.41659;137.252;49.2207;23.5412;211.832;1277.31;851.694;462.098
18:00;2.40838;121.236;51.8649;25.9762;206.309;1158.44;907.457;438.005
19:00;3.1283;125.122;58.1779;30.8793;212.073;1295.32;993.072;450.323
20:00;2.45296;105.431;80.3508;39.3719;169.47;1168.67;1060.22;365.472
21:00;2.03646;85.9006;69.6764;44.7004;125.877;1042.8;1098.87;278.96
22:00;1.34327;78.7949;51.1933;32.3369;132.005;828.656;1101.56;281.359
23:00;0.871544;67.2149;33.228;23.2128;86.2255;739.571;1074.85;199.498
00:00;0.697469;62.2421;29.9592;23.877;50.6888;607.563;1014.79;140.007
01:00;0.505656;46.5215;30.9927;26.2383;38.0283;500.688;917.714;104.713
