CZAS;Dwutlenek azotu;Tlenek azotu;Tlenki azotu
00:00;63;96;210
01:00;52;38;110
02:00;56;63;151
03:00;47;24;83
04:00;42;25;79
05:00;36;61;129
06:00;42;153;275
07:00;50;234;408
08:00;89;211;411
09:00;102;197;402
10:00;102;152;335
11:00;87;89;223
12:00;83;61;176
13:00;87;52;166
14:00;111;78;230
15:00;98;56;183
16:00;119;72;228
17:00;151;129;347
18:00;124;111;294
19:00;111;107;274
20:00;130;215;459
21:00;130;271;543
22:00;104;173;367
23:00;73;131;273
