CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;57.601;37.2863;16.3644;43.31;560.057;701.373;123.937
01:00;38.1038;27.7882;14.3486;15.654;439.243;663.637;62.0561
02:00;28.5398;39.0429;15.0075;10.4215;365.826;561.288;44.4677
03:00;33.3585;56.9654;24.967;13.6713;451.838;547.981;54.3398
04:00;30.5968;36.89;16.2633;16.999;380.352;518.295;56.679
05:00;40.216;58.9797;29.9688;27.7076;390.659;470.916;82.7266
06:00;44.1717;44.4613;22.3742;48.4958;437.247;436.866;118.573
07:00;53.5172;46.5938;21.9642;118.937;674.531;451.357;235.785
08:00;62.0157;53.3616;21.532;141.511;758.395;489.466;279.08
09:00;69.3951;56.0007;20.0048;130.699;827.971;535.852;269.897
10:00;69.9701;46.3187;18.2828;120.481;723.27;580.533;254.811
11:00;63.9675;42.5789;16.3167;102.486;693.44;610.733;221.127
12:00;;27.8445;11.4178;;;643.645;
13:00;71.2194;20.3786;9.12778;67.2327;585.668;671.503;174.406
14:00;82.9408;25.925;11.3969;83.453;681.757;706.433;210.983
15:00;104.085;26.1275;10.7994;96.593;676.447;706.707;252.242
16:00;91.1428;19.3226;9.24222;79.5517;763.738;707.47;213.19
17:00;99.0636;24.0158;10.7017;97.2411;741.13;695.064;248.262
18:00;95.7069;29.6083;11.9883;94.9545;767.521;701.386;240.901
19:00;99.6482;32.4519;14.1683;107.051;897.92;730.597;263.983
20:00;83.3308;29.3975;14.7883;74.8311;718.19;729.046;198.075
21:00;70.5408;25.5646;13.5808;55.2792;684.019;741.34;155.4
22:00;64.3937;22.4492;11.9386;44.7877;642.6;736.446;133.098
23:00;61.5582;22.8124;12.43;38.4312;599.547;726.833;120.516
