CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;51;82;50;127
01:00;43;70;33;92
02:00;64;86;46;132
03:00;52;72;38;109
04:00;43;62;47;114
05:00;37;76;51;114
06:00;38;70;85;166
07:00;38;56;99;188
08:00;51;67;138;261
09:00;83;82;141;297
10:00;98;75;118;277
11:00;81;102;62;174
12:00;87;82;59;176
13:00;91;70;50;167
14:00;90;72;60;181
15:00;90;69;57;176
16:00;92;44;56;177
17:00;74;53;42;137
18:00;75;74;47;145
19:00;91;54;66;191
20:00;80;56;68;183
21:00;78;67;61;171
22:00;88;60;103;244
23:00;68;73;93;210
