CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;42;70;29;87
01:00;14;10;8;26
02:00;10;8;4;17
03:00;14;10;6;22
04:00;12;21;5;21
05:00;16;14;9;30
06:00;36;11;27;78
07:00;60;25;58;149
08:00;70;22;89;205
09:00;79;40;94;221
10:00;79;31;117;258
11:00;53;46;56;138
12:00;57;56;68;161
13:00;44;74;38;103
14:00;52;63;40;112
15:00;64;66;56;150
16:00;64;65;54;146
17:00;79;59;100;232
18:00;96;64;152;327
19:00;89;75;125;280
20:00;90;63;136;298
21:00;82;73;102;238
22:00;76;76;92;217
23:00;47;63;40;108
