CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;29;37;1210;111
01:00;45;80;33;820;93
02:00;31;105;13;600;49
03:00;31;74;18;620;57
04:00;27;65;18;560;54
05:00;34;72;39;750;91
06:00;37;49;47;770;108
07:00;42;66;64;1010;139
08:00;50;83;113;1570;221
09:00;55;121;140;1810;266
10:00;55;204;130;2050;250
11:00;57;231;80;1890;178
12:00;56;205;50;1090;130
13:00;55;157;36;830;108
14:00;57;100;38;810;113
15:00;52;66;27;720;90
16:00;53;36;30;720;97
17:00;52;32;31;710;97
18:00;66;34;52;980;144
19:00;74;25;60;1620;165
20:00;68;51;53;1410;147
21:00;54;50;34;780;104
22:00;50;38;29;740;93
23:00;58;47;44;1040;124
