CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;82;106;132;283
01:00;55;112;23;91
02:00;11;10;4;18
03:00;11;8;4;17
04:00;14;14;6;23
05:00;19;19;11;37
06:00;35;12;28;77
07:00;64;15;82;188
08:00;79;32;112;250
09:00;60;53;82;186
10:00;55;45;63;152
11:00;50;39;57;137
12:00;53;39;52;132
13:00;57;30;57;143
14:00;61;47;57;147
15:00;59;26;44;127
16:00;65;34;52;146
17:00;65;32;55;149
18:00;76;37;56;161
19:00;84;40;65;183
20:00;116;28;116;294
21:00;127;62;207;443
22:00;112;85;184;394
23:00;94;102;149;322
