CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;59;86;68;163
01:00;48;77;39;108
02:00;20;25;20;51
03:00;15;14;12;34
04:00;18;18;14;40
05:00;23;13;21;55
06:00;25;28;19;55
07:00;33;29;35;86
08:00;39;40;50;116
09:00;46;33;68;150
10:00;47;25;75;160
11:00;49;28;62;143
12:00;49;32;50;125
13:00;54;22;57;141
14:00;70;42;95;215
15:00;67;38;81;192
16:00;76;39;90;212
17:00;93;47;140;308
18:00;86;53;138;297
19:00;87;70;120;270
20:00;83;80;107;246
21:00;87;62;168;344
22:00;72;80;113;244
23:00;71;91;114;244
