CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;51;193;44;118
01:00;44;189;29;89
02:00;35;136;11;53
03:00;27;106;11;43
04:00;22;105;8;35
05:00;29;100;24;66
06:00;40;73;64;137
07:00;54;95;152;287
08:00;57;99;157;298
09:00;61;126;158;303
10:00;57;98;128;252
11:00;64;108;153;298
12:00;51;89;100;204
13:00;66;89;105;227
14:00;83;104;109;250
15:00;83;106;96;230
16:00;93;116;102;248
17:00;110;109;109;276
18:00;104;98;104;263
19:00;95;117;87;228
20:00;111;142;141;325
21:00;90;138;106;252
22:00;57;176;44;125
23:00;60;190;59;150
