CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;43;27;24;650;78
01:00;28;29;13;550;48
02:00;32;29;11;1220;48
03:00;25;25;8;930;37
04:00;27;26;10;730;42
05:00;43;28;24;540;78
06:00;70;43;70;420;177
07:00;98;66;155;490;335
08:00;90;56;103;610;246
09:00;103;81;132;670;304
10:00;85;62;76;710;201
11:00;86;63;82;690;211
12:00;76;50;66;620;175
13:00;77;57;58;560;164
14:00;78;58;62;510;171
15:00;89;66;73;550;200
16:00;108;66;81;580;232
17:00;109;74;85;740;238
18:00;93;72;89;870;227
19:00;82;45;74;890;195
20:00;66;39;42;750;130
21:00;87;34;82;800;210
22:00;63;31;48;780;136
23:00;55;32;42;730;119
