CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;48;212;238;411
01:00;42;132;65;142
02:00;45;127;52;125
03:00;41;101;50;117
04:00;36;107;48;109
05:00;38;111;70;144
06:00;52;117;182;330
07:00;61;118;257;454
08:00;57;137;178;329
09:00;40;170;166;293
10:00;52;236;194;348
11:00;49;210;140;263
12:00;59;205;131;259
13:00;62;184;144;281
14:00;53;164;99;204
15:00;62;146;117;240
16:00;81;124;132;282
17:00;88;113;183;368
18:00;98;111;244;470
19:00;90;126;220;426
20:00;72;153;194;369
21:00;67;171;187;352
22:00;66;214;285;501
23:00;53;221;264;456
