CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.91425;63.704;53.3537;41.3577;74.7632;881.175;1027.76;178.464
01:00;5.4483;48.129;79.6338;64.932;35.1723;1011.71;1034.43;102.094
02:00;5.46434;48.0477;74.0676;62.3575;26.7066;1003.91;1012.42;89.0236
03:00;5.6166;50.8837;86.9388;73.8612;29.0222;1090.23;1046.49;95.3631
04:00;5.13712;57.1344;86.2152;73.2297;37.34;964.073;1053.54;114.417
05:00;4.09441;45.2047;58.1604;47.8306;41.433;629.822;1003.31;108.77
06:00;3.4114;48.5546;52.3081;41.75;75.8755;615.177;935.964;164.945
07:00;3.17117;70.6242;56.9733;45.456;175.836;1033.43;931.65;340.191
08:00;2.99426;68.7075;49.6457;40.5109;144.613;993.121;917.684;290.409
09:00;2.7767;72.9055;53.5585;39.927;170.613;1093.61;927.922;334.687
10:00;2.4826;70.0907;46.7437;36.0067;132.219;878.803;912.283;273.001
11:00;1.90772;57.0887;32.1175;25.2055;94.0577;666.008;859.255;201.611
12:00;1.56328;58.7716;26.159;19.3903;91.0591;667.641;822.201;198.47
13:00;1.41951;50.4357;26.7216;21.6178;65.2739;561.62;813.676;150.744
14:00;1.27816;60.9971;21.481;16.9859;78.2226;527.304;802.692;180.893
15:00;1.18203;58.4299;18.5068;14.1164;64.6545;500.034;736.018;157.767
16:00;1.36972;77.8804;23.0501;17.3861;112.696;820.897;714.49;250.807
17:00;1.60606;75.0103;44.7478;18.3671;99.6741;758.331;672.58;227.89
18:00;2.06362;80.2509;46.3094;28.1701;113.295;899.409;675.156;253.993
19:00;2.67176;85.3559;64.5324;45.2146;163.491;1335.46;758.837;336.215
20:00;3.09294;76.4307;70.7053;46.9345;138.672;1158.23;820.161;289.207
21:00;3.6186;81.4242;90.4835;62.6077;156.57;1243.65;905.414;321.614
22:00;3.53342;66.5968;78.9679;57.6811;98.0558;1048.19;970.525;217.063
23:00;3.24072;62.5912;50.0981;36.0696;76.2024;897.608;1020.22;179.536
