CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;75;81;115;250
01:00;60;69;118;239
02:00;41;82;63;136
03:00;33;58;55;118
04:00;33;58;55;117
05:00;32;53;57;120
06:00;36;51;74;148
07:00;41;55;128;236
08:00;48;61;119;229
09:00;47;56;152;279
10:00;59;65;105;217
11:00;61;73;65;159
12:00;66;56;67;167
13:00;61;50;54;143
14:00;71;48;54;155
15:00;70;35;56;156
16:00;65;42;48;139
17:00;59;45;46;129
18:00;63;40;46;134
19:00;70;37;53;151
20:00;93;42;79;213
21:00;119;41;202;427
22:00;112;54;251;495
23:00;88;87;156;325
