CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;90;233;92;2150;233
01:00;85;227;57;1710;175
02:00;73;207;51;1570;151
03:00;66;174;32;1400;115
04:00;63;176;40;1350;124
05:00;61;169;54;1280;143
06:00;73;169;122;1590;259
07:00;79;195;219;2520;414
08:00;;215;;;
09:00;91;214;195;2300;391
10:00;89;208;160;;327
11:00;102;226;127;;298
12:00;74;159;44;1010;144
13:00;88;117;58;1230;178
14:00;107;96;74;1200;223
15:00;107;118;81;1110;233
16:00;102;114;73;1180;215
17:00;96;108;60;1170;189
18:00;103;87;72;1280;215
19:00;143;106;181;2210;422
20:00;161;141;206;2380;478
21:00;159;218;246;2520;537
22:00;141;219;269;3570;554
23:00;109;255;159;2790;354
