CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;121;196;234;2600;477
01:00;103;224;145;2530;323
02:00;42;116;8;870;53
03:00;44;131;10;920;58
04:00;43;103;13;1000;63
05:00;47;100;11;1040;62
06:00;69;87;65;1300;168
07:00;84;114;147;1580;309
08:00;87;155;167;1850;342
09:00;76;216;163;1510;325
10:00;72;188;83;970;198
11:00;68;168;66;770;168
12:00;63;143;55;650;147
13:00;62;103;56;680;146
14:00;63;104;46;730;133
15:00;;;;;
16:00;;;;;
17:00;69;;45;850;137
18:00;67;;48;840;139
19:00;89;;64;1060;186
20:00;79;;53;890;160
21:00;89;;66;1040;189
22:00;95;;84;1220;222
23:00;117;153;163;1870;366
