CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;73;25;6;44;580;135
01:00;64;26;7;25;470;98
02:00;39;22;14;14;330;60
03:00;31;22;15;13;290;50
04:00;36;24;17;21;350;68
05:00;35;25;18;34;330;86
06:00;60;31;19;125;610;253
07:00;86;32;20;223;910;426
08:00;87;32;21;230;970;439
09:00;83;25;15;143;860;301
10:00;76;21;11;113;780;248
11:00;71;21;10;82;;196
12:00;58;19;7;50;;135
13:00;64;20;8;51;;141
14:00;74;25;9;58;;163
15:00;68;24;10;53;;150
16:00;77;26;10;59;;167
17:00;80;23;10;64;;177
18:00;79;24;10;66;;180
19:00;89;22;4;66;;185
20:00;93;27;6;82;;213
21:00;93;26;6;74;;202
22:00;85;28;8;59;;170
23:00;79;28;7;57;;160
