CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;62;277;80;183
01:00;47;65;31;93
02:00;38;65;25;75
03:00;42;64;18;70
04:00;22;54;13;43
05:00;25;50;16;48
06:00;33;40;30;78
07:00;43;38;62;137
08:00;55;49;126;247
09:00;;69;;
10:00;59;90;130;257
11:00;62;98;110;230
12:00;70;117;124;259
13:00;67;105;97;215
14:00;70;112;89;204
15:00;71;103;98;221
16:00;79;103;100;230
17:00;93;100;158;334
18:00;96;128;217;427
19:00;91;142;273;507
20:00;98;184;347;629
21:00;96;257;316;581
22:00;71;238;204;382
23:00;69;263;162;316
