CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;57;289;145;279
01:00;55;258;107;218
02:00;52;244;112;223
03:00;49;245;101;202
04:00;46;218;110;213
05:00;44;274;141;260
06:00;50;260;203;360
07:00;51;258;218;385
08:00;70;237;343;594
09:00;63;269;259;458
10:00;77;274;288;519
11:00;82;273;231;436
12:00;92;282;176;360
13:00;81;250;103;238
14:00;92;228;108;256
15:00;102;201;130;302
16:00;104;215;162;352
17:00;115;212;258;509
18:00;114;247;347;644
19:00;115;266;390;711
20:00;116;267;459;818
21:00;92;295;331;598
22:00;75;293;237;438
23:00;68;308;239;434
