CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;17;17;10;33
01:00;12;18;6;21
02:00;54;107;90;191
03:00;47;83;49;122
04:00;47;114;70;153
05:00;43;117;70;150
06:00;49;91;166;303
07:00;53;92;198;356
08:00;78;119;340;597
09:00;106;155;320;594
10:00;89;214;168;345
11:00;64;177;90;201
12:00;79;138;101;233
13:00;111;116;140;324
14:00;92;73;87;223
15:00;92;58;89;228
16:00;102;40;111;271
17:00;98;35;100;251
18:00;109;21;131;309
19:00;122;47;186;406
20:00;65;53;64;161
21:00;46;38;43;111
22:00;40;25;35;94
23:00;30;15;24;67
