CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;27;33;30;20;510;803.75;57
01:00;9;11;9;6;300;465;18
02:00;7;9;7;4;290;428.75;13
03:00;5;8;6;4;260;401.25;10
04:00;7;7;5;4;250;367.5;13
05:00;9;8;6;7;270;337.5;20
06:00;20;9;8;15;330;313.75;43
07:00;31;14;12;33;490;320;81
08:00;38;15;13;37;490;335;95
09:00;38;17;15;41;500;360;101
10:00;53;26;21;63;610;400;149
11:00;54;28;23;66;660;450;156
12:00;61;36;29;86;790;517.5;192
13:00;69;50;41;108;1010;610;234
14:00;75;68;55;132;1260;726.25;276
15:00;74;78;57;160;1190;813.75;319
16:00;91;77;52;192;1450;933.75;384
17:00;88;77;55;211;1700;1083.75;411
18:00;68;46;37;100;940;1125;221
19:00;60;37;32;73;870;1151.25;172
20:00;49;34;30;52;660;1135;128
21:00;43;31;27;37;580;1081.25;99
22:00;33;31;28;30;580;996.25;79
23:00;35;34;30;29;590;921.25;79
