CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;86.6764;204.42;142.282;86.5737;1808.48;1702.33;219
01:00;70.6726;258.698;161.294;150.58;2209.84;1970.89;300.7
02:00;63.45;396.33;167.866;100.38;1962.99;2075.67;216.8
03:00;60.0331;279.318;154.816;77.2523;1787.56;2058.66;178.1
04:00;55.5849;310.315;161.69;64.2281;1809.72;2038.02;153.7
05:00;52.0161;285.332;163.904;82.8846;1958.79;2040.28;178.7
06:00;52.9019;257.43;154.78;98.4877;1923.56;2005.08;203.4
07:00;54.0221;258.746;164.025;145.337;2451.95;2041.35;276.1
08:00;64.9495;236.007;150.278;181.493;2364.31;2058.59;342.3
09:00;79.7174;162.01;101.829;139.797;1813.19;2009.01;293.3
10:00;82.6942;103.905;58.493;85.2182;965.79;1884.36;212.9
11:00;63.0153;83.6794;46.5137;44.9949;689.22;1747.07;131.8
12:00;61.4881;70.3377;38.076;35.552;558.244;1590.63;115.8
13:00;59.9481;56.2696;31.068;36.215;559.827;1415.76;115.3
14:00;64.1099;;;37.419;610.436;1251.62;121.3
15:00;59.0176;49.7596;31.5798;28.5078;540.549;1012.7;102.6
16:00;76.2235;59.4785;35.4442;38.8777;659.357;799.577;135.6
17:00;106.855;65.3513;38.2925;91.6528;1024.37;700.974;246.9
18:00;123.738;89.2375;47.095;108.65;1226.36;733.545;289.7
19:00;138.309;110.204;56.735;149.603;1342.22;815.17;366.9
20:00;134.35;160.441;97.6373;191.262;1784.73;968.481;426.6
21:00;118.946;187.013;120.226;180.696;2026.62;1151.83;395.1
22:00;113.936;204.522;137.083;197.795;2325.43;1366.2;416.2
23:00;97.0762;227.491;138.569;156.382;2080.41;1558.69;336
