CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;65;71;42;129
01:00;44;50;16;68
02:00;51;90;26;90
03:00;41;75;24;79
04:00;41;66;31;89
05:00;40;56;41;103
06:00;51;50;134;255
07:00;75;67;243;447
08:00;95;95;296;549
09:00;87;83;148;314
10:00;96;95;163;344
11:00;112;136;175;379
12:00;105;129;107;266
13:00;103;120;89;238
14:00;102;118;76;217
15:00;111;98;80;233
16:00;101;85;72;210
17:00;111;57;97;258
18:00;114;53;89;249
19:00;101;61;64;199
20:00;109;63;75;222
21:00;94;59;64;191
22:00;88;52;66;187
23:00;82;69;59;171
