CZAS;Pył zawieszony PM10;Tlenek węgla
00:00;21;560
01:00;46;730
02:00;52;450
03:00;46;440
04:00;29;520
05:00;26;530
06:00;34;740
07:00;45;700
08:00;46;760
09:00;45;970
10:00;62;1440
11:00;66;1350
12:00;67;1170
13:00;57;1210
14:00;64;1180
15:00;63;1630
16:00;80;1710
17:00;83;1300
18:00;71;1310
19:00;70;920
20:00;59;1020
21:00;35;1290
22:00;31;1180
23:00;39;750
