CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;39;51;840;115
01:00;50;46;1220;119
02:00;45;32;830;93
03:00;43;26;730;82
04:00;42;26;700;81
05:00;40;45;710;108
06:00;46;88;770;179
07:00;63;198;1320;364
08:00;82;281;1570;510
09:00;77;248;1370;455
10:00;69;222;1130;407
11:00;74;178;1120;346
12:00;70;147;1090;294
13:00;90;252;1400;474
14:00;83;250;1470;463
15:00;80;222;1550;417
16:00;71;197;1570;371
17:00;71;204;1560;381
18:00;71;207;1550;386
19:00;71;216;1700;401
20:00;83;315;2180;564
21:00;96;402;3040;709
22:00;46;112;1520;217
23:00;43;89;1020;177
