CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;56;76;8;750;66
01:00;58;70;10;590;73
02:00;40;44;18;480;68
03:00;37;53;12;430;55
04:00;40;48;32;410;88
05:00;41;32;50;530;117
06:00;48;44;70;830;155
07:00;58;60;71;1000;167
08:00;84;78;108;1570;249
09:00;91;82;95;1750;235
10:00;84;61;64;1240;182
11:00;;58;;;
12:00;87;56;63;1410;184
13:00;96;42;62;1460;190
14:00;73;42;37;860;130
15:00;81;33;33;860;131
16:00;78;43;32;850;127
17:00;91;54;37;1060;147
18:00;100;51;35;1180;154
19:00;91;47;25;870;127
20:00;97;37;23;890;132
21:00;90;52;26;960;129
22:00;82;49;26;980;121
23:00;78;68;24;980;116
