CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;34;61;55;45;980;102
01:00;43;150;140;161;2620;288
02:00;39;118;110;104;2100;196
03:00;36;90;83;71;1580;143
04:00;37;84;77;70;1570;143
05:00;42;80;73;112;1560;212
06:00;48;88;79;174;1780;312
07:00;56;94;86;232;2350;409
08:00;73;92;83;311;2840;548
09:00;65;88;80;281;2590;494
10:00;53;85;77;173;1840;316
11:00;63;83;73;236;2070;422
12:00;69;84;75;239;2150;434
13:00;62;79;70;209;1920;381
14:00;64;77;67;227;1870;410
15:00;58;70;62;186;1780;341
16:00;52;75;67;157;1790;291
17:00;47;74;67;116;1690;222
18:00;50;51;46;179;1870;323
19:00;48;54;48;157;1690;287
20:00;46;54;48;148;1540;271
21:00;42;60;52;124;1490;231
22:00;39;52;46;80;1220;160
23:00;41;53;47;81;1090;163
