CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;61;136;112;53;1070;147
01:00;60;130;106;90;1280;204
02:00;46;95;79;64;910;149
03:00;38;63;52;43;590;108
04:00;40;56;48;59;560;134
05:00;30;50;42;30;390;79
06:00;44;47;39;72;520;158
07:00;58;50;43;159;760;307
08:00;75;65;54;302;1190;546
09:00;76;108;88;209;1530;404
10:00;67;89;67;156;1100;313
11:00;65;74;45;157;820;313
12:00;64;76;43;133;750;275
13:00;59;63;36;122;650;250
14:00;65;74;43;127;760;267
15:00;69;75;49;128;770;272
16:00;74;74;44;151;810;313
17:00;80;76;46;162;860;338
18:00;79;77;53;160;1030;334
19:00;82;90;66;209;1160;411
20:00;67;121;90;85;1000;204
21:00;64;114;90;71;950;180
22:00;66;116;95;57;940;159
23:00;72;112;91;82;1050;207
