CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;17;34;13;37
01:00;15;31;9;28
02:00;16;26;8;28
03:00;17;22;8;29
04:00;16;25;9;29
05:00;20;16;11;36
06:00;32;13;35;85
07:00;44;32;56;130
08:00;53;30;65;152
09:00;60;36;85;189
10:00;53;34;77;170
11:00;46;46;59;135
12:00;52;50;64;149
13:00;44;47;48;117
14:00;43;28;60;136
15:00;56;37;76;172
16:00;51;36;56;136
17:00;55;30;75;169
18:00;55;42;73;168
19:00;47;50;68;151
20:00;41;39;53;122
21:00;44;46;52;124
22:00;27;42;28;69
23:00;26;42;26;66
