CZAS;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek węgla
00:00;29;21;1480
01:00;45;38;1220
02:00;28;22;470
03:00;25;18;380
04:00;26;20;420
05:00;28;22;480
06:00;32;23;620
07:00;33;23;810
08:00;36;27;970
09:00;36;29;840
10:00;34;26;760
11:00;26;22;710
12:00;28;22;690
13:00;25;22;720
14:00;25;23;960
15:00;28;23;1020
16:00;31;25;900
17:00;31;25;1160
18:00;33;27;1330
19:00;33;24;1260
20:00;39;29;1060
21:00;35;29;1290
22:00;44;39;1850
23:00;;;1650
