CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;37;73;37;93
01:00;21;57;19;49
02:00;18;39;11;35
03:00;20;22;12;38
04:00;17;15;11;33
05:00;35;20;37;92
06:00;51;13;101;205
07:00;60;18;161;307
08:00;67;37;205;379
09:00;68;53;206;382
10:00;76;47;241;444
11:00;79;67;178;350
12:00;66;67;100;218
13:00;80;60;125;271
14:00;84;49;121;269
15:00;84;54;130;283
16:00;81;66;102;236
17:00;85;61;115;260
18:00;87;45;133;290
19:00;101;42;185;383
20:00;90;59;178;362
21:00;80;70;142;297
22:00;61;86;97;209
23:00;53;73;74;166
