CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;76;79;84;1130;204
01:00;57;60;71;920;165
02:00;;26;;;
03:00;34;32;7;320;47
04:00;49;35;14;330;71
05:00;51;38;38;460;109
06:00;72;73;207;1020;388
07:00;97;102;286;1570;534
08:00;102;86;200;1220;408
09:00;107;69;161;980;353
10:00;97;54;102;770;253
11:00;87;48;87;780;219
12:00;96;48;92;780;236
13:00;86;54;76;720;202
14:00;74;58;52;590;153
15:00;91;43;91;1050;230
16:00;81;43;97;1080;230
17:00;78;53;75;1110;193
18:00;83;51;75;1020;198
19:00;85;53;77;840;202
20:00;99;53;97;1090;246
21:00;106;78;105;1170;266
22:00;103;90;152;1510;334
23:00;91;93;166;1620;344
