CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;24;51;38;39;860;991.25;84
01:00;23;50;37;20;830;1152.5;52
02:00;13;43;33;5;710;1061.25;20
03:00;13;44;34;7;690;988.75;23
04:00;20;38;28;10;640;886.25;35
05:00;21;40;29;15;640;801.25;44
06:00;32;51;33;46;850;773.75;102
07:00;35;52;36;64;930;768.75;133
08:00;41;55;34;104;1030;790;200
09:00;44;70;41;140;1070;820;257
10:00;46;91;52;185;1200;881.25;329
11:00;46;85;49;156;1180;942.5;284
12:00;42;87;50;143;1180;1010;261
13:00;37;58;35;96;920;1045;183
14:00;38;59;37;111;1000;1063.75;207
15:00;37;58;36;112;1040;1077.5;208
16:00;38;47;35;133;1180;1096.25;241
17:00;36;43;34;92;1060;1095;176
18:00;37;40;32;106;1070;1078.75;198
19:00;37;43;34;107;1060;1063.75;201
20:00;34;44;35;86;1040;1046.25;165
21:00;33;46;36;82;1020;1058.75;158
22:00;25;45;35;52;890;1045;105
23:00;25;47;36;56;930;1031.25;111
