CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;3.19213;46.4386;50.8994;39.7384;103.641;1043.35;882.905;204.7
01:00;2.58217;37.2504;49.3636;37.8819;72.7306;827.512;917.674;148.4
02:00;1.55453;43.3039;55.6559;31.1175;38.8219;473.257;600.085;102.6
03:00;1.71278;45.4093;53.491;33.9287;59.1764;609.464;586.681;135.9
04:00;1.53566;43.8491;47.8273;33.007;53.2684;508.886;566.375;125.2
05:00;1.06834;40.9233;40.551;29.2595;41.2383;431.694;544.286;103.8
06:00;1.77223;39.5523;42.4175;30.0318;74.2803;507.539;527.204;153.1
07:00;2.24698;45.3556;47.9229;34.2338;122.105;685.434;540.881;232
08:00;2.28949;51.1148;53.0842;37.127;158.092;848.769;569.376;292.7
09:00;2.40663;53.0496;56.6124;38.131;145.422;739.268;600.539;275.2
10:00;2.02207;61.4179;58.1215;37.4066;152.814;868.07;649.89;294.9
11:00;1.40747;64.1073;41.8138;28.6705;90.7972;702.438;661.512;202.8
12:00;1.237;62.9462;35.8626;21.5671;70.6107;578.669;670.235;170.8
13:00;1.26261;69.8452;26.3409;17.046;85.3724;623.175;694.17;200.3
14:00;1.75463;77.5238;22.0249;14.2427;84.6921;638.622;710.556;206.9
15:00;1.69679;105.161;29.2321;18.5481;146.384;985.916;748.116;328.9
16:00;1.09232;91.2326;20.7399;14.2018;90.4376;701.091;729.656;229.3
17:00;1.26647;86.2131;16.919;12.0387;58.9259;549.36;705.918;176.2
18:00;1.74871;109.346;24.5804;14.8933;100.319;751.493;691.346;262.6
19:00;2.27188;127.879;33.4019;19.9283;172.295;1040.4;733.591;391.2
20:00;2.44499;101.007;44.018;28.2703;121.324;911.866;775.24;286.3
21:00;3.35245;77.8283;48.8083;32.3727;141.355;970.198;818.618;293.9
22:00;3.22345;66.0692;48.3265;34.8602;95.1423;955.895;858.277;211.4
23:00;3.21369;51.2812;47.0519;36.5007;104.457;840.678;840.123;211
