CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;31;123;89;22;880;1277.5;65
01:00;54;260;232;111;2590;;223
02:00;45;241;215;73;2300;;156
03:00;42;192;172;40;1790;;102
04:00;39;155;137;27;1410;;79
05:00;42;136;119;49;1300;;117
06:00;49;170;148;80;1690;;171
07:00;55;147;116;111;1510;;224
08:00;63;111;87;139;1390;;274
09:00;67;120;99;176;1700;;336
10:00;56;140;122;117;1540;;235
11:00;69;148;107;148;1490;;295
12:00;73;170;117;121;1390;;257
13:00;88;177;122;156;1700;;326
14:00;84;164;105;135;1610;;291
15:00;92;191;102;160;1490;;336
16:00;83;206;103;107;1320;;246
17:00;89;255;128;138;1570;;300
18:00;86;332;147;156;1840;;325
19:00;74;306;134;116;1560;;250
20:00;59;290;118;86;1300;;190
21:00;49;186;99;67;1150;;151
22:00;51;169;90;65;1000;;148
23:00;42;154;90;48;920;;115
