CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;71;70;123;1570;260
01:00;47;72;37;810;103
02:00;47;56;47;910;119
03:00;37;45;31;640;85
04:00;32;47;29;620;77
05:00;33;49;57;660;121
06:00;42;53;132;980;243
07:00;48;61;185;1410;331
08:00;57;79;182;1610;336
09:00;75;77;143;1470;293
10:00;76;87;102;1270;232
11:00;102;84;95;1290;247
12:00;105;86;85;1110;235
13:00;108;92;81;1120;232
14:00;101;131;62;920;196
15:00;91;93;64;940;189
16:00;100;63;72;980;209
17:00;117;53;67;1040;218
18:00;109;56;85;1200;240
19:00;110;58;79;1320;231
20:00;120;55;102;1450;275
21:00;106;64;143;1630;324
22:00;76;83;80;1220;198
23:00;67;72;64;1050;163
