CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;51;137;58;1170;142
01:00;36;105;37;1110;94
02:00;28;106;14;850;51
03:00;32;101;28;840;76
04:00;33;80;38;960;93
05:00;42;94;84;1240;170
06:00;54;90;158;1790;296
07:00;56;100;279;2870;483
08:00;65;147;219;2250;400
09:00;69;183;193;2020;365
10:00;69;177;135;1480;277
11:00;70;156;124;1290;261
12:00;80;117;144;1450;303
13:00;90;109;193;1820;387
14:00;85;120;198;2220;388
15:00;93;136;235;2800;453
16:00;96;162;311;3430;572
17:00;100;175;333;3650;611
18:00;96;215;266;3010;504
19:00;90;217;214;2560;418
20:00;85;199;206;2530;401
21:00;83;184;250;2660;466
22:00;75;190;163;1990;325
23:00;79;159;217;2190;412
