CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;47.9754;61.8612;42.1556;49.0404;730.75;779.679;123.194
01:00;39.6618;58.942;37.454;35.3202;552.08;749.062;93.8736
02:00;35.7194;104.535;82.7394;42.2882;982.55;1288.56;100.3
03:00;33.3898;126.918;98.8008;58.4379;1090.54;1229.08;122.6
04:00;33.3595;101.181;79.968;40.5646;894.95;1168.21;95.4
05:00;35.2507;93.4794;73.4197;52.5344;855.43;1110.8;115.5
06:00;40.5939;84.4509;64.5879;84.1597;858.72;1033.19;169.3
07:00;48.4217;62.0996;49.0205;88.352;849.78;964.706;183.981
08:00;55.2198;50.8849;42.4188;142.231;1019.9;943.954;273.403
09:00;67.4099;37.5779;31.3059;149.385;1051.88;950.469;296.485
10:00;63.7401;40.8431;34.1532;153.564;999.49;952.586;299.276
11:00;58.0149;49.9518;40.5925;148.035;901.03;928.898;285.022
12:00;51.9103;54.3126;36.1897;110.257;698.55;904.347;220.903
13:00;54.3388;61.2871;37.4223;98.6225;691.87;883.902;205.773
14:00;55.2283;50.8307;28.234;98.5234;677.75;861.281;206.371
15:00;72.1934;41.8853;22.1692;116.845;882;865.309;251.585
16:00;62.9207;56.4178;27.6211;107.318;734.06;829.579;227.67
17:00;66.421;51.9523;27.8494;126.752;797.01;797.72;260.773
18:00;69.8543;49.0851;27.8581;100.925;795.39;772.207;224.562
19:00;70.2427;50.7448;30.1205;95.5469;889.06;770.711;216.877
20:00;63.5467;54.7964;34.8482;84.231;731.05;774.774;192.969
21:00;62.1571;59.2381;39.3095;82.2539;858.64;795.62;188.289
22:00;58.5447;63.0096;43.5226;68.1953;797.68;810.611;163.149
23:00;50.4495;61.9428;42.382;60.8415;637.85;780.092;143.785
