CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;71;87;160;315
01:00;47;78;68;151
02:00;38;35;23;73
03:00;31;33;19;60
04:00;19;21;10;34
05:00;32;16;22;65
06:00;59;32;98;207
07:00;74;39;169;331
08:00;78;32;184;358
09:00;71;47;139;283
10:00;76;52;149;302
11:00;86;52;212;409
12:00;76;56;148;302
13:00;80;56;173;345
14:00;75;95;138;286
15:00;82;102;145;303
16:00;80;100;96;226
17:00;89;90;119;271
18:00;100;63;114;273
19:00;103;56;124;292
20:00;95;61;99;247
21:00;103;60;155;339
22:00;105;62;229;455
23:00;91;87;220;427
