CZAS;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;35;79;78;26;640;76
01:00;36;98;95;26;790;75
02:00;26;56;55;13;480;44
03:00;42;95;93;28;720;85
04:00;38;84;83;25;630;75
05:00;48;93;92;43;750;114
06:00;57;80;78;92;770;198
07:00;77;70;68;150;1190;307
08:00;79;69;66;177;1280;349
09:00;88;87;82;220;1500;424
10:00;78;78;74;164;1220;330
11:00;67;72;69;115;1020;243
12:00;70;84;80;103;1030;227
13:00;71;103;75;105;1080;232
14:00;64;106;66;85;900;194
15:00;61;76;58;70;830;168
16:00;65;66;61;91;920;204
17:00;66;75;72;88;1130;201
18:00;78;84;81;131;1260;278
19:00;80;89;86;132;1360;282
20:00;68;84;82;99;1170;219
21:00;67;92;90;95;1190;212
22:00;64;101;99;88;1270;198
23:00;53;96;94;58;980;142
