CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;82;100;98;231
01:00;74;89;91;212
02:00;50;55;19;79
03:00;49;31;15;72
04:00;64;40;32;111
05:00;64;40;63;160
06:00;67;57;103;224
07:00;78;75;222;417
08:00;86;82;220;422
09:00;89;108;167;344
10:00;85;113;122;272
11:00;;101;;
12:00;83;82;79;204
13:00;79;55;64;176
14:00;95;48;85;225
15:00;94;53;84;222
16:00;86;33;65;186
17:00;108;25;102;263
18:00;117;43;119;298
19:00;121;40;101;276
20:00;108;52;74;222
21:00;140;41;212;463
22:00;123;87;193;417
23:00;101;102;140;315
