CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;2.3805;39.1259;54.2162;40.4197;41.7357;727.894;1051.18;103.14
01:00;3.29982;43.378;66.3116;42.1224;35.4571;858.732;1241.81;97.7611
02:00;2.69231;30.9372;45.0645;30.1389;18.5218;619.695;1197.01;59.4218
03:00;2.278;22.9817;41.2288;26.6933;10.9733;575.979;1132.99;39.8068
04:00;1.95387;24.805;38.8587;23.7854;13.2646;524.355;1032.89;45.146
05:00;1.75338;33.9316;35.8032;22.3749;30.2848;528.042;892.404;80.3635
06:00;2.17537;51.8959;33.1934;23.7917;117.573;760.966;796.32;232.345
07:00;2.8505;73.7097;42.6297;32.3454;228.04;1259;801.701;423.334
08:00;3.27463;69.3047;44.9266;34.7458;225.2;1388.09;814.357;414.665
09:00;3.90112;66.169;55.5473;37.903;227.103;1227.35;860.435;414.357
10:00;4.486;73.9381;62.2702;43.3524;269.868;1441.29;963.134;487.722
11:00;3.9255;63.9824;76.5724;38.6346;170.199;1098.85;1028.49;324.841
12:00;3.36125;59.2911;130.789;46.9224;136.394;1001.13;1088.09;268.418
13:00;2.98237;66.3044;106.593;43.615;135.798;966.132;1142.85;274.323
14:00;2.82288;79.1961;114.912;45.66;184.453;1141.51;1190.42;361.973
15:00;2.85938;74.6838;81.2922;38.2385;160.366;973.469;1154.73;320.537
16:00;3.389;81.5484;102.307;53.0565;187.371;1204.55;1131.79;368.752
17:00;3.193;78.6862;78.4379;40.7672;186.51;1234.26;1132.65;364.565
18:00;2.94963;80.5977;79.4704;43.5569;162.967;1153.64;1096.69;330.466
19:00;2.77925;72.5551;70.8406;42.2174;130.233;1051.12;1090.73;272.14
20:00;2.89075;77.1057;81.0976;47.8622;148.445;1104.62;1103.66;304.592
21:00;2.85413;73.5265;69.3717;44.4765;150.275;1131.51;1124.33;304.184
22:00;2.78813;72.1982;69.8367;44.3653;130.602;1108.02;1120.15;272.336
23:00;2.55725;62.3599;60.394;40.8431;98.3401;898.356;1110.76;213.081
