CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;37;169;9;700;50
01:00;37;108;10;730;51
02:00;40;54;7;480;50
03:00;37;36;5;430;45
04:00;33;42;7;440;43
05:00;49;27;14;510;70
06:00;85;40;82;890;211
07:00;98;67;116;1320;276
08:00;112;70;159;1420;355
09:00;111;94;141;1300;326
10:00;92;77;96;1160;238
11:00;;;;;
12:00;99;;75;1150;214
13:00;91;81;63;1030;186
14:00;81;86;37;1050;137
15:00;75;69;29;930;119
16:00;92;88;51;1210;171
17:00;94;125;35;1230;146
18:00;105;119;38;1310;162
19:00;92;101;32;1060;141
20:00;103;111;49;1350;178
21:00;117;116;78;1530;237
22:00;116;127;69;1480;220
23:00;67;154;26;1080;106
