CZAS;Dwutlenek azotu;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;61;64;850;158
01:00;59;61;740;151
02:00;54;49;640;127
03:00;49;40;600;110
04:00;44;49;560;119
05:00;42;45;510;111
06:00;42;64;600;140
07:00;43;83;710;168
08:00;55;140;970;268
09:00;62;146;880;285
10:00;67;145;970;288
11:00;58;88;690;192
12:00;52;54;560;133
13:00;55;52;610;133
14:00;59;47;600;131
15:00;71;64;750;168
16:00;74;67;700;176
17:00;69;63;640;165
18:00;75;72;750;183
19:00;86;95;900;230
20:00;95;144;1290;315
21:00;83;102;1380;238
22:00;71;77;850;188
23:00;64;70;780;171
