CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;113;155;103;269
01:00;95;204;59;183
02:00;75;91;29;119
03:00;75;92;42;138
04:00;67;131;28;110
05:00;63;196;56;148
06:00;86;201;199;390
07:00;105;207;286;541
08:00;114;230;364;671
09:00;137;200;399;748
10:00;129;226;229;479
11:00;114;177;150;342
12:00;100;203;90;236
13:00;114;162;115;288
14:00;96;172;64;195
15:00;100;159;60;191
16:00;107;129;66;207
17:00;125;111;79;245
18:00;132;98;99;284
19:00;151;96;117;329
20:00;121;109;77;239
21:00;122;114;73;233
22:00;126;109;77;243
23:00;135;120;130;333
