CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;63;73;35;117
01:00;56;72;23;90
02:00;;36;;
03:00;39;33;18;66
04:00;41;41;18;69
05:00;43;26;36;99
06:00;46;41;72;155
07:00;47;59;117;226
08:00;54;69;131;255
09:00;60;91;123;247
10:00;59;65;57;145
11:00;66;41;66;167
12:00;59;47;47;131
13:00;57;53;44;124
14:00;65;50;47;136
15:00;60;46;40;121
16:00;68;51;46;138
17:00;64;48;39;123
18:00;92;57;68;196
19:00;89;61;61;181
20:00;87;68;58;175
21:00;83;86;54;166
22:00;77;83;56;162
23:00;78;86;64;177
