CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;83;76;55;166
01:00;53;88;31;98
02:00;38;78;14;57
03:00;31;72;11;47
04:00;34;65;14;54
05:00;49;54;27;90
06:00;60;53;60;150
07:00;94;69;164;344
08:00;87;74;152;319
09:00;78;79;127;271
10:00;65;70;67;166
11:00;61;65;69;166
12:00;45;47;37;100
13:00;44;28;34;95
14:00;54;20;40;115
15:00;45;24;33;94
16:00;55;32;41;116
17:00;63;23;47;132
18:00;64;34;48;137
19:00;63;36;43;126
20:00;70;30;46;139
21:00;56;44;33;106
22:00;56;60;35;109
23:00;64;75;40;124
