CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;77;84;79;197
01:00;70;83;79;191
02:00;40;21;21;72
03:00;37;41;23;71
04:00;34;33;22;67
05:00;35;34;44;101
06:00;45;57;126;237
07:00;50;63;158;291
08:00;58;67;166;311
09:00;67;65;115;243
10:00;65;58;86;195
11:00;62;40;73;174
12:00;63;37;60;154
13:00;56;37;54;138
14:00;53;52;45;122
15:00;61;47;51;138
16:00;64;44;51;142
17:00;71;40;66;171
18:00;83;57;82;208
19:00;95;47;120;279
20:00;87;63;108;252
21:00;98;64;131;298
22:00;85;60;97;233
23:00;77;76;76;194
