CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenek węgla;Tlenki azotu
00:00;46;51;26;660;85
01:00;46;62;18;820;72
02:00;22;31;5;400;29
03:00;23;23;7;500;33
04:00;30;45;17;450;55
05:00;37;33;37;530;94
06:00;42;33;55;810;125
07:00;44;52;70;760;150
08:00;53;39;80;940;175
09:00;58;62;84;1200;186
10:00;57;73;73;950;168
11:00;56;76;61;1020;150
12:00;54;64;47;940;126
13:00;57;55;50;950;133
14:00;58;55;48;940;130
15:00;59;47;47;820;130
16:00;56;56;42;760;120
17:00;60;44;44;880;128
18:00;60;60;45;840;128
19:00;70;52;57;1190;158
20:00;64;62;35;1130;117
21:00;51;79;26;580;90
22:00;53;86;26;680;93
23:00;47;60;25;640;85
