CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;33;69;64;129
01:00;22;53;37;80
02:00;27;67;24;63
03:00;26;44;32;75
04:00;25;34;35;79
05:00;26;23;58;114
06:00;40;16;173;304
07:00;53;20;300;511
08:00;69;33;357;614
09:00;81;50;283;513
10:00;75;58;291;519
11:00;65;58;225;408
12:00;66;47;207;382
13:00;70;45;206;385
14:00;70;55;244;443
15:00;73;52;269;483
16:00;68;49;248;446
17:00;80;53;294;530
18:00;74;59;273;491
19:00;;71;;
20:00;60;84;254;448
21:00;57;87;226;400
22:00;46;82;146;268
23:00;43;81;136;249
