CZAS;Dwutlenek azotu;Pył zawieszony PM10;Tlenek azotu;Tlenki azotu
00:00;38;115;23;73
01:00;35;196;35;88
02:00;35;204;48;108
03:00;31;193;36;87
04:00;31;203;24;67
05:00;29;201;27;71
06:00;31;190;23;66
07:00;33;192;33;83
08:00;34;169;42;98
09:00;35;134;42;99
10:00;37;119;47;108
11:00;33;96;34;85
12:00;38;83;47;108
13:00;39;69;45;109
14:00;46;67;78;164
15:00;47;71;74;159
16:00;54;80;104;212
17:00;55;93;104;213
18:00;55;97;83;181
19:00;56;104;114;229
20:00;51;119;66;150
21:00;47;116;50;122
22:00;41;109;38;99
23:00;40;113;33;90
