CZAS;Benzen;Dwutlenek azotu;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenek węgla;Tlenek węgla 8h;Tlenki azotu
00:00;4.96029;50.5622;97.4304;73.5021;34.6586;886.94;1016.27;103.73
01:00;6.07894;59.6659;128.605;92.4291;42.9865;1168.09;1044.66;125.67
02:00;6.03966;54.7671;124.105;89.7296;34.9614;1094.44;1091.76;108.399
03:00;5.80339;54.8888;118.732;86.8259;30.989;997.74;1108.67;102.418
04:00;4.92857;43.7482;88.0896;62.1054;19.2142;766.44;1097.49;73.2164
05:00;3.54229;29.5171;48.3292;26.9552;13.0014;322.872;1004.02;49.4606
06:00;2.69776;34.6354;57.8843;27.4443;17.3215;319.28;846.573;61.1756
07:00;2.20552;35.0201;54.8402;30.6014;19.5734;418.627;726.784;65.0404
08:00;1.94652;41.9601;65.1938;31.5214;29.2207;426.138;689.203;86.7731
09:00;1.98824;49.6471;70.7967;36.3356;40.6501;492.932;604.809;112.09
10:00;2.05198;52.582;83.6222;42.4698;49.8828;561.762;538.224;129.191
11:00;2.009;55.7321;82.3235;38.8969;61.785;554.798;482.856;150.505
12:00;2.1054;65.3853;98.8479;46.9529;86.4445;682.759;472.396;198.006
13:00;2.1782;64.6817;93.8214;48.1459;75.677;639.485;511.973;180.916
14:00;1.89992;58.4533;73.2827;34.5371;61.3538;518.165;536.833;152.603
15:00;1.65497;61.2431;68.6451;29.3388;54.0131;467.814;542.982;144.108
16:00;1.69069;72.6674;71.5259;29.2685;82.2126;602.052;564.971;198.973
17:00;1.87864;79.102;84.2707;38.4766;104.49;739.992;595.853;239.477
18:00;2.10712;73.9194;79.5261;41.6866;96.8129;812;627.133;222.4
19:00;3.10302;91.8548;104.494;52.6887;134.815;1112.3;696.821;298.525
20:00;3.60676;97.1267;114.717;58.8244;135.288;1160.05;756.482;304.618
21:00;3.97236;89.3807;120.98;67.8646;134.096;1214.27;828.33;295.099
22:00;4.23531;83.4456;110.251;65.8;100.536;1054.08;895.32;237.642
23:00;5.04868;70.1109;137.058;95.0913;85.1497;1150.49;980.654;200.759
